id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-000301,CUNDINAMARCA,Entidad 288,Licitacion publica,"20.634.156,84",2025-12-21
C-000302,ANTIOQUIA,Entidad 381,Seleccion abreviada,"88.949.974,50",2025-02-02
C-000303,BOGOTA D.C.,Entidad 095,Contratacion directa,"143.999.838,21",2025-11-19
C-000304,VALLE DEL CAUCA,Entidad 106,Minima cuantia,"10.833.081,38",2025-07-17
C-000305,RISARALDA,Entidad 176,Contratacion directa,"115.364.813,51",2025-05-10
C-000306,BOGOTA D.C.,Entidad 317,Licitacion publica,"5.591.502,69",2025-09-25
C-000307,NARINO,Entidad 241,Minima cuantia,"32.135.673,76",2025-11-22
C-000308,SANTANDER,Entidad 276,Minima cuantia,"109.199.878,94",2025-01-17
C-000309,CALDAS,Entidad 205,Seleccion abreviada,"1.767.128.364,79",2025-07-22
C-000310,ANTIOQUIA,Entidad 310,Seleccion abreviada,"128.498.695,74",2025-08-05
C-000311,BOGOTA D.C.,Entidad 347,Licitacion publica,"19.874.840,46",2025-12-26
C-000312,ANTIOQUIA,Entidad 111,Contratacion directa,"12.774.358,64",2025-05-07
C-000313,ANTIOQUIA,Entidad 059,Minima cuantia,"108.032.140,74",2025-07-07
C-000314,BOGOTA D.C.,Entidad 238,Seleccion abreviada,"1.711.709,46",2025-08-20
C-000315,SANTANDER,Entidad 188,Contratacion directa,"88.994.797,02",2025-03-06
C-000316,NARINO,Entidad 010,Minima cuantia,"146.499.098,78",2025-01-13
C-000317,BOGOTA D.C.,Entidad 354,Contratacion directa,"66.682.023,17",2025-10-19
C-000318,CUNDINAMARCA,Entidad 325,Minima cuantia,"175.257.631,96",2025-02-10
C-000319,BOGOTA D.C.,Entidad 213,Licitacion publica,"16.725.745,26",2025-08-10
C-000320,ANTIOQUIA,Entidad 269,Seleccion abreviada,"104.234.791,06",2025-04-07
C-000321,BOGOTA D.C.,Entidad 027,Seleccion abreviada,"10.709.246,37",2025-03-28
C-000322,BOGOTA D.C.,Entidad 138,Contratacion directa,"6.583.050,75",2025-05-28
C-000323,BOGOTA D.C.,Entidad 388,Contratacion directa,"4.759.056,54",2025-05-17
C-000324,SANTANDER,Entidad 254,Licitacion publica,"43.118.425,32",2025-11-24
C-000325,SANTANDER,Entidad 359,Minima cuantia,"5.313.790,48",2025-05-13
C-000326,BOGOTA D.C.,Entidad 063,Contratacion directa,"30.202.315,11",2025-05-08
C-000327,VALLE DEL CAUCA,Entidad 360,Licitacion publica,"25.710.996,55",2025-07-11
C-000328,BOGOTA D.C.,Entidad 037,Minima cuantia,"39.338.072,13",2025-05-17
C-000329,BOGOTA D.C.,Entidad 161,Licitacion publica,"5.636.386,34",2025-12-16
C-000330,BOGOTA D.C.,Entidad 054,Contratacion directa,"16.057.004,45",2025-04-08
C-000331,ANTIOQUIA,Entidad 183,Licitacion publica,"71.788.423,60",2025-12-15
C-000332,BOGOTA D.C.,Entidad 237,Seleccion abreviada,"7.696.583,43",2025-05-19
C-000333,BOGOTA D.C.,Entidad 263,Contratacion directa,"99.634.867,36",2025-10-03
C-000334,CUNDINAMARCA,Entidad 210,Minima cuantia,"5.741.073,59",2025-11-13
C-000335,NARINO,Entidad 068,Minima cuantia,"11.477.393,59",2025-01-18
C-000336,BOGOTA D.C.,Entidad 223,Licitacion publica,"41.162.054,60",2025-07-19
C-000337,BOGOTA D.C.,Entidad 015,Licitacion publica,"22.026.583,59",2025-08-24
C-000338,VALLE DEL CAUCA,Entidad 327,Seleccion abreviada,"123.484.341,14",2025-04-27
C-000339,CUNDINAMARCA,Entidad 098,Licitacion publica,"37.529.826,76",2025-11-03
C-000340,BOGOTA D.C.,Entidad 076,Licitacion publica,"61.263.556,34",2025-11-07
C-000341,CUNDINAMARCA,Entidad 338,Contratacion directa,"4.033.393,30",2025-10-16
C-000342,BOGOTA D.C.,Entidad 058,Licitacion publica,"124.728.858,06",2025-02-04
C-000343,ATLANTICO,Entidad 167,Licitacion publica,"61.530.846,52",2025-11-12
C-000344,RISARALDA,Entidad 370,Licitacion publica,"88.863.412,99",2025-11-16
C-000345,BOGOTA D.C.,Entidad 364,Seleccion abreviada,"122.490.046,87",2025-07-22
C-000346,BOGOTA D.C.,Entidad 224,Licitacion publica,"13.905.229,97",2025-11-18
C-000347,BOGOTA D.C.,Entidad 384,Contratacion directa,"26.165.763,56",2025-04-25
C-000348,ANTIOQUIA,Entidad 083,Seleccion abreviada,"38.530.417,47",2025-10-07
C-000349,VALLE DEL CAUCA,Entidad 310,Licitacion publica,"29.884.701,48",2025-07-07
C-000350,TOLIMA,Entidad 258,Contratacion directa,"14.992.378,36",2025-10-22
C-000351,TOLIMA,Entidad 263,Contratacion directa,"9.643.280,03",2025-05-12
C-000352,BOGOTA D.C.,Entidad 205,Seleccion abreviada,"23.800.500,25",2025-06-11
C-000353,ANTIOQUIA,Entidad 210,Contratacion directa,"61.820.422,63",2025-04-01
C-000354,BOGOTA D.C.,Entidad 221,Licitacion publica,"45.970.458,84",2025-03-11
C-000355,BOGOTA D.C.,Entidad 175,Contratacion directa,"44.522.346,62",2025-04-12
C-000356,BOGOTA D.C.,Entidad 023,Minima cuantia,"69.926.686,28",2025-08-25
C-000357,ANTIOQUIA,Entidad 168,Seleccion abreviada,"10.447.177,65",2025-09-04
C-000358,ANTIOQUIA,Entidad 094,Licitacion publica,"25.423.830,49",2025-12-07
C-000359,CUNDINAMARCA,Entidad 032,Minima cuantia,"241.488.860,36",2025-08-13
C-000360,BOGOTA D.C.,Entidad 043,Minima cuantia,"82.042.869,35",2025-09-16
C-000361,META,Entidad 154,Minima cuantia,"80.546.210,58",2025-04-20
C-000362,BOGOTA D.C.,Entidad 078,Minima cuantia,"55.358.655,71",2025-02-16
C-000363,ANTIOQUIA,Entidad 397,Contratacion directa,"39.496.327,66",2025-06-01
C-000364,ANTIOQUIA,Entidad 104,Seleccion abreviada,"4.264.393,01",2025-10-25
C-000365,ATLANTICO,Entidad 287,Licitacion publica,"32.378.408,63",2025-01-25
C-000366,BOGOTA D.C.,Entidad 034,Licitacion publica,"29.726.097,86",2025-05-16
C-000367,ATLANTICO,Entidad 140,Minima cuantia,"13.070.050,45",2025-10-03
C-000368,BOYACA,Entidad 390,Minima cuantia,"9.758.064,81",2025-07-26
C-000369,BOGOTA D.C.,Entidad 168,Seleccion abreviada,"67.981.859,28",2025-09-02
C-000370,BOGOTA D.C.,Entidad 249,Minima cuantia,"206.677.184,87",2025-01-25
C-000371,ANTIOQUIA,Entidad 153,Licitacion publica,"56.690.741,35",2025-04-19
C-000372,BOGOTA D.C.,Entidad 003,Licitacion publica,"45.057.985,04",2025-05-18
C-000373,BOGOTA D.C.,Entidad 159,Licitacion publica,"35.253.413,87",2025-09-08
C-000374,BOGOTA D.C.,Entidad 331,Seleccion abreviada,"63.846.205,04",2025-02-21
C-000375,ANTIOQUIA,Entidad 028,Licitacion publica,"51.252.805,27",2025-08-01
C-000376,TOLIMA,Entidad 360,Minima cuantia,"11.790.211,77",2025-09-02
C-000377,BOGOTA D.C.,Entidad 353,Seleccion abreviada,"24.377.065,84",2025-11-12
C-000378,CUNDINAMARCA,Entidad 341,Licitacion publica,"71.072.115,14",2025-02-25
C-000379,VALLE DEL CAUCA,Entidad 381,Licitacion publica,"21.818.871,26",2025-08-13
C-000380,CAUCA,Entidad 212,Seleccion abreviada,"123.950.618,75",2025-09-07
C-000381,BOGOTA D.C.,Entidad 116,Seleccion abreviada,"47.884.993,03",2025-03-20
C-000382,SANTANDER,Entidad 392,Contratacion directa,"7.999.640,60",2025-08-02
C-000383,NARINO,Entidad 212,Minima cuantia,"13.420.414,10",2025-07-14
C-000384,VALLE DEL CAUCA,Entidad 037,Contratacion directa,"8.980.154,22",2025-07-26
C-000385,BOGOTA D.C.,Entidad 041,Licitacion publica,"2.538.367,02",2025-02-11
C-000386,TOLIMA,Entidad 111,Minima cuantia,"50.017.445,15",2025-02-02
C-000387,META,Entidad 037,Minima cuantia,"53.536.757,03",2025-01-22
C-000388,BOGOTA D.C.,Entidad 390,Contratacion directa,"52.456.637,54",2025-05-16
C-000389,CAUCA,Entidad 308,Seleccion abreviada,"27.458.273,06",2025-07-28
C-000390,BOGOTA D.C.,Entidad 395,Minima cuantia,"13.151.761,26",2025-04-21
C-000391,SANTANDER,Entidad 166,Contratacion directa,"87.031.876,77",2025-06-01
C-000392,BOGOTA D.C.,Entidad 027,Minima cuantia,"29.979.475,11",2025-03-03
C-000393,ANTIOQUIA,Entidad 130,Seleccion abreviada,"7.809.871,34",2025-09-20
C-000394,CESAR,Entidad 315,Minima cuantia,"26.222.838,70",2025-04-26
C-000395,BOGOTA D.C.,Entidad 367,Contratacion directa,"213.999.324,26",2025-10-18
C-000396,ANTIOQUIA,Entidad 355,Minima cuantia,"68.920.467,12",2025-01-11
C-000397,BOGOTA D.C.,Entidad 045,Licitacion publica,"93.925.277,46",2025-12-16
C-000398,BOGOTA D.C.,Entidad 214,Minima cuantia,"101.514.285,27",2025-10-17
C-000399,BOGOTA D.C.,Entidad 050,Licitacion publica,"12.422.916,18",2025-08-25
C-000400,BOGOTA D.C.,Entidad 125,Licitacion publica,"32.138.929,94",2025-04-01
C-000401,BOGOTA D.C.,Entidad 114,Contratacion directa,"15.481.619,22",2025-06-10
C-000402,BOGOTA D.C.,Entidad 047,Contratacion directa,"32.215.519,43",2025-09-15
C-000403,BOGOTA D.C.,Entidad 217,Contratacion directa,"7.594.504,54",2025-07-20
C-000404,TOLIMA,Entidad 163,Licitacion publica,"21.501.803,62",2025-08-01
C-000405,BOGOTA D.C.,Entidad 040,Licitacion publica,"28.996.768,17",2025-08-07
C-000406,SANTANDER,Entidad 380,Contratacion directa,"38.300.534,83",2025-07-11
C-000407,ATLANTICO,Entidad 295,Contratacion directa,"22.278.588,85",2025-08-09
C-000408,SANTANDER,Entidad 211,Contratacion directa,"68.828.717,24",2025-09-06
C-000409,TOLIMA,Entidad 328,Minima cuantia,"18.328.396,78",2025-01-21
C-000410,ANTIOQUIA,Entidad 315,Licitacion publica,"6.500.219,69",2025-01-05
C-000411,TOLIMA,Entidad 335,Licitacion publica,"80.678.933,16",2025-04-18
C-000412,ANTIOQUIA,Entidad 001,Minima cuantia,"111.153.553,50",2025-10-19
C-000413,SANTANDER,Entidad 103,Licitacion publica,"12.726.553,26",2025-02-04
C-000414,ANTIOQUIA,Entidad 111,Seleccion abreviada,"84.012.565,78",2025-06-21
C-000415,GUAINIA,Entidad 076,Seleccion abreviada,"5.923.321,99",2025-01-12
C-000416,BOLIVAR,Entidad 242,Licitacion publica,"106.657.871,48",2025-02-09
C-000417,BOGOTA D.C.,Entidad 254,Minima cuantia,"4.727.347,34",2025-06-05
C-000418,NARINO,Entidad 026,Minima cuantia,"87.565.905,40",2025-12-11
C-000419,BOGOTA D.C.,Entidad 135,Seleccion abreviada,"69.323.507,42",2025-03-28
C-000420,VALLE DEL CAUCA,Entidad 239,Minima cuantia,"190.213.713,33",2025-10-12
C-000421,SANTANDER,Entidad 358,Licitacion publica,"19.122.414,26",2025-12-08
C-000422,BOLIVAR,Entidad 347,Minima cuantia,"33.908.722,10",2025-12-03
C-000423,CUNDINAMARCA,Entidad 104,Minima cuantia,"214.118.000,97",2025-03-24
C-000424,CUNDINAMARCA,Entidad 255,Licitacion publica,"6.638.334,74",2025-09-28
C-000425,ANTIOQUIA,Entidad 042,Contratacion directa,"63.962.649,52",2025-02-16
C-000426,CUNDINAMARCA,Entidad 206,Minima cuantia,"153.407.633,48",2025-12-18
C-000427,ANTIOQUIA,Entidad 039,Minima cuantia,"5.629.390,24",2025-01-02
C-000428,NARINO,Entidad 212,Minima cuantia,"35.633.572,03",2025-10-27
C-000429,BOGOTA D.C.,Entidad 214,Minima cuantia,"16.430.406,06",2025-12-11
C-000430,BOGOTA D.C.,Entidad 035,Minima cuantia,"44.584.238,21",2025-08-14
C-000431,SANTANDER,Entidad 025,Minima cuantia,"57.387.881,57",2025-11-27
C-000432,BOGOTA D.C.,Entidad 167,Seleccion abreviada,"113.857.039,49",2025-11-14
C-000433,ANTIOQUIA,Entidad 032,Contratacion directa,"12.473.543,31",2025-02-23
C-000434,ANTIOQUIA,Entidad 306,Licitacion publica,"21.716.865,88",2025-04-17
C-000435,ANTIOQUIA,Entidad 246,Seleccion abreviada,"95.017.328,72",2025-12-19
C-000436,BOGOTA D.C.,Entidad 144,Seleccion abreviada,"104.333.277,55",2025-01-27
C-000437,ANTIOQUIA,Entidad 229,Contratacion directa,"23.681.041,02",2025-02-26
C-000438,ANTIOQUIA,Entidad 053,Seleccion abreviada,"20.281.194,77",2025-12-26
C-000439,ANTIOQUIA,Entidad 173,Seleccion abreviada,"48.015.421,04",2025-11-26
C-000440,BOGOTA D.C.,Entidad 237,Minima cuantia,"68.937.614,33",2025-05-25
C-000441,CUNDINAMARCA,Entidad 021,Minima cuantia,"93.578.989,47",2025-10-19
C-000442,CUNDINAMARCA,Entidad 268,Minima cuantia,"163.836.701,43",2025-02-04
C-000443,BOGOTA D.C.,Entidad 285,Licitacion publica,"139.177.204,44",2025-12-19
C-000444,TOLIMA,Entidad 297,Licitacion publica,"256.618.385,77",2025-01-13
C-000445,BOLIVAR,Entidad 076,Contratacion directa,"55.466.762,08",2025-05-18
C-000446,BOGOTA D.C.,Entidad 258,Contratacion directa,"201.911.538,87",2025-05-03
C-000447,BOLIVAR,Entidad 030,Contratacion directa,"43.684.254,27",2025-03-19
C-000448,BOGOTA D.C.,Entidad 158,Contratacion directa,"6.113.328,10",2025-06-10
C-000449,CUNDINAMARCA,Entidad 097,Licitacion publica,"15.223.429,27",2025-04-10
C-000450,BOGOTA D.C.,Entidad 145,Seleccion abreviada,"94.236.124,94",2025-12-23
C-000451,BOGOTA D.C.,Entidad 052,Seleccion abreviada,"220.743.814,09",2025-07-06
C-000452,BOGOTA D.C.,Entidad 280,Seleccion abreviada,"74.065.333,27",2025-01-18
C-000453,VALLE DEL CAUCA,Entidad 313,Contratacion directa,"23.887.595,29",2025-07-10
C-000454,BOGOTA D.C.,Entidad 185,Licitacion publica,"504.862.579,10",2025-09-22
C-000455,SANTANDER,Entidad 276,Seleccion abreviada,"22.020.548,19",2025-09-11
C-000456,BOGOTA D.C.,Entidad 193,Contratacion directa,"14.904.018,06",2025-12-16
C-000457,BOGOTA D.C.,Entidad 309,Licitacion publica,"22.655.594,76",2025-12-12
C-000458,BOGOTA D.C.,Entidad 162,Minima cuantia,"77.661.950,84",2025-09-22
C-000459,BOGOTA D.C.,Entidad 114,Contratacion directa,"5.434.343,45",2025-12-26
C-000460,ANTIOQUIA,Entidad 358,Seleccion abreviada,"56.353.829,13",2025-01-08
C-000461,ATLANTICO,Entidad 165,Seleccion abreviada,"27.994.205,00",2025-01-09
C-000462,BOGOTA D.C.,Entidad 351,Minima cuantia,"43.379.438,07",2025-01-23
C-000463,VALLE DEL CAUCA,Entidad 234,Seleccion abreviada,"62.662.833,99",2025-06-19
C-000464,NARINO,Entidad 088,Contratacion directa,"19.821.714,60",2025-05-12
C-000465,BOGOTA D.C.,Entidad 302,Contratacion directa,"35.179.049,70",2025-01-19
C-000466,BOGOTA D.C.,Entidad 308,Licitacion publica,"14.664.688,52",2025-07-17
C-000467,BOGOTA D.C.,Entidad 380,Seleccion abreviada,"111.997.932,26",2025-08-26
C-000468,CESAR,Entidad 124,Licitacion publica,"22.746.505,22",2025-04-18
C-000469,ANTIOQUIA,Entidad 119,Licitacion publica,"11.460.991,09",2025-08-25
C-000470,HUILA,Entidad 005,Licitacion publica,"22.798.115,84",2025-06-25
C-000471,META,Entidad 130,Contratacion directa,"13.687.524,48",2025-01-17
C-000472,ANTIOQUIA,Entidad 287,Licitacion publica,"12.463.762,87",2025-08-01
C-000473,CUNDINAMARCA,Entidad 299,Licitacion publica,"93.122.899,88",2025-10-10
C-000474,ATLANTICO,Entidad 356,Licitacion publica,"78.881.646,80",2025-04-08
C-000475,BOGOTA D.C.,Entidad 234,Contratacion directa,"53.275.545,72",2025-06-15
C-000476,VALLE DEL CAUCA,Entidad 260,Seleccion abreviada,"28.093.735,34",2025-04-12
C-000477,CUNDINAMARCA,Entidad 299,Contratacion directa,"4.784.454,92",2025-11-10
C-000478,VALLE DEL CAUCA,Entidad 255,Contratacion directa,"22.379.177,78",2025-04-10
C-000479,BOGOTA D.C.,Entidad 142,Licitacion publica,"9.566.151,36",2025-05-26
C-000480,VALLE DEL CAUCA,Entidad 011,Minima cuantia,"7.581.168,63",2025-02-03
C-000481,BOGOTA D.C.,Entidad 011,Seleccion abreviada,"27.529.255,60",2025-09-08
C-000482,ATLANTICO,Entidad 313,Seleccion abreviada,"153.281.334,19",2025-07-26
C-000483,BOGOTA D.C.,Entidad 051,Seleccion abreviada,"156.232.830,67",2025-04-03
C-000484,BOGOTA D.C.,Entidad 357,Contratacion directa,"20.837.881,19",2025-05-23
C-000485,BOGOTA D.C.,Entidad 380,Seleccion abreviada,"50.852.434,30",2025-11-24
C-000486,VALLE DEL CAUCA,Entidad 068,Minima cuantia,"664.983.969,33",2025-11-18
C-000487,BOLIVAR,Entidad 222,Contratacion directa,"5.620.698,23",2025-07-05
C-000488,SANTANDER,Entidad 117,Seleccion abreviada,"49.196.969,66",2025-02-11
C-000489,BOGOTA D.C.,Entidad 267,Seleccion abreviada,"24.339.621,52",2025-02-04
C-000490,CUNDINAMARCA,Entidad 072,Minima cuantia,"25.290.399,49",2025-04-15
C-000491,CUNDINAMARCA,Entidad 334,Minima cuantia,"27.692.832,09",2025-11-21
C-000492,BOGOTA D.C.,Entidad 050,Contratacion directa,"30.935.960,54",2025-09-16
C-000493,BOGOTA D.C.,Entidad 108,Minima cuantia,"30.107.839,18",2025-10-12
C-000494,ATLANTICO,Entidad 071,Licitacion publica,"18.045.544,33",2025-05-06
C-000495,CUNDINAMARCA,Entidad 079,Licitacion publica,"21.792.652,87",2025-01-25
C-000496,BOGOTA D.C.,Entidad 335,Licitacion publica,"7.002.282,00",2025-10-19
C-000497,CALDAS,Entidad 036,Licitacion publica,"46.428.008,08",2025-05-25
C-000498,BOGOTA D.C.,Entidad 004,Licitacion publica,"20.774.192,43",2025-10-21
C-000499,ANTIOQUIA,Entidad 186,Seleccion abreviada,"48.233.673,56",2025-08-14
C-000500,VALLE DEL CAUCA,Entidad 374,Licitacion publica,"1.559.828,04",2025-04-23
C-000501,SANTANDER,Entidad 143,Seleccion abreviada,"71.072.639,03",2025-10-06
C-000502,ANTIOQUIA,Entidad 147,Minima cuantia,"106.981.464,35",2025-09-26
C-000503,BOGOTA D.C.,Entidad 228,Seleccion abreviada,"105.394.538,51",2025-01-03
C-000504,BOGOTA D.C.,Entidad 251,Contratacion directa,"19.605.694,75",2025-03-11
C-000505,NARINO,Entidad 282,Contratacion directa,"30.571.431,73",2025-02-03
C-000506,ANTIOQUIA,Entidad 153,Contratacion directa,"18.770.363,18",2025-10-25
C-000507,BOGOTA D.C.,Entidad 019,Licitacion publica,"29.939.409,53",2025-08-12
C-000508,VALLE DEL CAUCA,Entidad 063,Licitacion publica,"4.296.955,64",2025-12-22
C-000509,TOLIMA,Entidad 188,Minima cuantia,"6.599.068,53",2025-10-16
C-000510,SANTANDER,Entidad 240,Seleccion abreviada,"29.189.921,66",2025-01-21
C-000511,BOGOTA D.C.,Entidad 276,Licitacion publica,"22.389.462,87",2025-12-28
C-000512,HUILA,Entidad 051,Minima cuantia,"46.664.398,89",2025-10-08
C-000513,ANTIOQUIA,Entidad 177,Contratacion directa,"59.841.294,73",2025-10-04
C-000514,BOGOTA D.C.,Entidad 338,Contratacion directa,"16.037.547,59",2025-06-14
C-000515,BOGOTA D.C.,Entidad 060,Licitacion publica,"32.568.353,52",2025-07-19
C-000516,BOGOTA D.C.,Entidad 062,Contratacion directa,"12.483.240,75",2025-12-11
C-000517,CUNDINAMARCA,Entidad 254,Licitacion publica,"18.736.870,04",2025-05-17
C-000518,CUNDINAMARCA,Entidad 393,Seleccion abreviada,"51.674.422,73",2025-08-18
C-000519,BOGOTA D.C.,Entidad 354,Contratacion directa,"42.362.206,13",2025-07-27
C-000520,ANTIOQUIA,Entidad 029,Seleccion abreviada,"44.890.463,26",2025-03-17
C-000521,VALLE DEL CAUCA,Entidad 399,Minima cuantia,"50.424.649,51",2025-02-19
C-000522,BOGOTA D.C.,Entidad 082,Seleccion abreviada,"14.372.198,02",2025-01-19
C-000523,VALLE DEL CAUCA,Entidad 398,Seleccion abreviada,"14.085.846,12",2025-12-15
C-000524,SANTANDER,Entidad 393,Seleccion abreviada,"9.136.090,20",2025-06-04
C-000525,CUNDINAMARCA,Entidad 065,Seleccion abreviada,"16.714.388,82",2025-07-11
C-000526,SANTANDER,Entidad 158,Licitacion publica,"54.143.688,69",2025-12-17
C-000527,BOGOTA D.C.,Entidad 038,Minima cuantia,"23.941.217,22",2025-03-21
C-000528,ATLANTICO,Entidad 299,Minima cuantia,"4.734.305,74",2025-08-06
C-000529,BOGOTA D.C.,Entidad 087,Seleccion abreviada,"4.923.246,82",2025-10-11
C-000530,RISARALDA,Entidad 108,Contratacion directa,"3.548.398,79",2025-05-19
C-000531,CAUCA,Entidad 330,Seleccion abreviada,"98.248.342,56",2025-10-27
C-000532,BOGOTA D.C.,Entidad 044,Licitacion publica,"14.337.013,40",2025-09-04
C-000533,BOGOTA D.C.,Entidad 330,Contratacion directa,"30.328.738,58",2025-08-21
C-000534,BOGOTA D.C.,Entidad 262,Licitacion publica,"13.582.361,17",2025-02-12
C-000535,BOGOTA D.C.,Entidad 215,Contratacion directa,"15.502.216,14",2025-02-11
C-000536,BOGOTA D.C.,Entidad 266,Minima cuantia,"6.177.093,03",2025-01-23
C-000537,CALDAS,Entidad 279,Licitacion publica,"31.996.033,89",2025-11-06
C-000538,ANTIOQUIA,Entidad 207,Seleccion abreviada,"25.583.661,00",2025-05-17
C-000539,VALLE DEL CAUCA,Entidad 036,Contratacion directa,"34.986.016,31",2025-01-13
C-000540,BOGOTA D.C.,Entidad 372,Minima cuantia,"43.030.525,05",2025-12-27
C-000541,BOLIVAR,Entidad 179,Seleccion abreviada,"69.078.469,06",2025-02-06
C-000542,BOGOTA D.C.,Entidad 377,Seleccion abreviada,"39.023.364,38",2025-12-24
C-000543,SANTANDER,Entidad 103,Contratacion directa,"49.881.776,83",2025-09-19
C-000544,BOGOTA D.C.,Entidad 152,Seleccion abreviada,"52.014.841,90",2025-06-04
C-000545,VALLE DEL CAUCA,Entidad 386,Minima cuantia,"11.979.683,41",2025-11-27
C-000546,CAUCA,Entidad 373,Minima cuantia,"883.216,10",2025-08-17
C-000547,CUNDINAMARCA,Entidad 035,Minima cuantia,"19.337.407,97",2025-10-19
C-000548,BOGOTA D.C.,Entidad 006,Contratacion directa,"47.830.281,14",2025-11-15
C-000549,CUNDINAMARCA,Entidad 261,Licitacion publica,"2.964.694,92",2025-11-03
C-000550,BOGOTA D.C.,Entidad 015,Minima cuantia,"4.847.060,01",2025-06-03
C-000551,BOGOTA D.C.,Entidad 304,Seleccion abreviada,"45.328.662,62",2025-08-26
C-000552,ANTIOQUIA,Entidad 165,Contratacion directa,"22.416.372,41",2025-05-10
C-000553,VALLE DEL CAUCA,Entidad 081,Contratacion directa,"10.210.801,44",2025-10-22
C-000554,SANTANDER,Entidad 046,Seleccion abreviada,"24.192.085,27",2025-09-18
C-000555,ANTIOQUIA,Entidad 144,Contratacion directa,"22.189.355,21",2025-02-06
C-000556,BOGOTA D.C.,Entidad 160,Seleccion abreviada,"36.747.599,33",2025-04-04
C-000557,BOGOTA D.C.,Entidad 400,Contratacion directa,"11.929.102,36",2025-02-03
C-000558,ANTIOQUIA,Entidad 129,Minima cuantia,"104.976.783,02",2025-06-13
C-000559,TOLIMA,Entidad 354,Minima cuantia,"44.231.525,76",2025-01-08
C-000560,VALLE DEL CAUCA,Entidad 136,Seleccion abreviada,"13.502.466,43",2025-01-01
C-000561,VALLE DEL CAUCA,Entidad 221,Minima cuantia,"24.864.478,30",2025-11-14
C-000562,BOGOTA D.C.,Entidad 134,Contratacion directa,"65.251.001,23",2025-07-18
C-000563,BOGOTA D.C.,Entidad 310,Contratacion directa,"1.506.739,08",2025-01-25
C-000564,ANTIOQUIA,Entidad 309,Seleccion abreviada,"9.282.341,48",2025-10-02
C-000565,BOGOTA D.C.,Entidad 196,Contratacion directa,"16.271.558,87",2025-05-09
C-000566,BOGOTA D.C.,Entidad 301,Licitacion publica,"36.234.707,21",2025-03-13
C-000567,BOGOTA D.C.,Entidad 260,Licitacion publica,"277.511.759,97",2025-12-26
C-000568,ANTIOQUIA,Entidad 215,Licitacion publica,"25.976.282,33",2025-06-26
C-000569,ANTIOQUIA,Entidad 004,Minima cuantia,"5.855.455,59",2025-02-07
C-000570,ATLANTICO,Entidad 308,Contratacion directa,"8.767.948,99",2025-05-20
C-000571,VALLE DEL CAUCA,Entidad 046,Licitacion publica,"21.170.281,07",2025-01-09
C-000572,BOGOTA D.C.,Entidad 205,Seleccion abreviada,"58.475.555,79",2025-02-17
C-000573,BOGOTA D.C.,Entidad 359,Seleccion abreviada,"5.709.268,17",2025-03-02
C-000574,BOGOTA D.C.,Entidad 218,Licitacion publica,"13.633.303,55",2025-09-19
C-000575,VALLE DEL CAUCA,Entidad 340,Licitacion publica,"28.727.266,68",2025-10-01
C-000576,BOGOTA D.C.,Entidad 079,Contratacion directa,"12.330.689,34",2025-10-04
C-000577,BOGOTA D.C.,Entidad 369,Contratacion directa,"20.583.558,94",2025-06-05
